-8.870627450266886171e+01,-1.999999999999485079e+00,-1.999999999999484857e+00,-8.763709658636372524e+01
-1.999999999999443112e+00,-1.999999999999440892e+00,-4.281275314231871221e+01,-8.533364583678952897e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-4.524001548203909806e+01,-1.999999999997480460e+00,-1.999999999997472466e+00,-9.213490028263511533e+01
-1.999999999996575628e+00,-1.999999999996581623e+00,-1.999999999996574962e+00,-9.610804459823714296e+01
-1.999999999994951150e+00,-1.999999999994937383e+00,-1.999999999994932942e+00,-9.633580124688626256e+01
-1.999999999992039479e+00,-1.999999999992005062e+00,-1.999999999992009503e+00,-9.640871880207322420e+01
-1.999999999986592947e+00,-1.999999999986539434e+00,-1.999999999986555421e+00,-9.552002974338616070e+01
-1.999999999976673326e+00,-1.999999999976677545e+00,-1.999999999976691756e+00,-9.694217571583833148e+01
-1.999999999958942620e+00,-1.999999999958743446e+00,-1.999999999958665287e+00,-9.700302641909314616e+01
-1.999999999924939598e+00,-1.999999999925008209e+00,-1.999999999924986893e+00,-9.728959081415288779e+01
-1.999999999862887012e+00,-1.999999999862134947e+00,-1.999999999862039468e+00,-9.742242783310183540e+01
-1.999999999743975687e+00,-1.999999999742728907e+00,-1.999999999742837042e+00,-9.637244323441740335e+01
-1.999999999511304472e+00,-1.999999999510027493e+00,-1.999999999511108406e+00,-9.658472731437869641e+01
-1.999999999631556724e+00,-1.999999999631497216e+00,-4.582301351633970654e+01,-9.197520689994399845e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-4.640754787750423560e+01,-1.999999999936305173e+00,-1.999999999936470596e+00,-9.356708037627323904e+01
-1.999999999964099384e+00,-1.999999999964084951e+00,-1.999999999964228392e+00,-9.658472731437869641e+01
-1.999999999979643839e+00,-1.999999999979681364e+00,-1.999999999979666487e+00,-9.655022961048352670e+01
-1.999999999988270494e+00,-1.999999999988267829e+00,-1.999999999988307353e+00,-9.691128860185689575e+01
-1.999999999992983613e+00,-1.999999999992984279e+00,-1.999999999992996935e+00,-9.869862018560277761e+01
-1.999999999995643041e+00,-1.999999999995655253e+00,-1.999999999995651478e+00,-9.805465657148268122e+01
-1.999999999997175149e+00,-1.999999999997169819e+00,-1.999999999997174704e+00,-9.814999775584166741e+01
-1.999999999998021583e+00,-1.999999999998022471e+00,-1.999999999998022471e+00,-9.811243521665306844e+01
-1.999999999998415934e+00,-1.999999999998411937e+00,-4.706170848602481271e+01,-9.412341697204962543e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-8.473202677240928438e+01,-4.236601338620464219e+01,-1.999999999999443112e+00,-1.999999999999442890e+00
-1.999999999999265476e+00,-1.999999999999263034e+00,-1.999999999999264366e+00,-1.999999999999266143e+00
-1.999999999998961497e+00,-1.999999999998958833e+00,-1.999999999998961497e+00,-4.766812988500034010e+01
-1.999999999998502087e+00,-1.999999999998504752e+00,-1.999999999998504085e+00,-4.799445562565618673e+01
-1.999999999997671418e+00,-4.807348207612738378e+01,-1.999999999997660982e+00,-1.999999999997667643e+00
-1.999999999996083577e+00,-1.999999999996082689e+00,-1.999999999996080691e+00,-1.999999999996078914e+00
-1.999999999993835154e+00,-1.999999999993829380e+00,-1.999999999993818722e+00,-1.999999999993819388e+00
-1.999999999989908073e+00,-1.999999999989865218e+00,-1.999999999989873656e+00,-1.999999999989888533e+00
-1.999999999982188470e+00,-4.771453410028883013e+01,-1.999999999982143173e+00,-1.999999999982252197e+00
-1.999999999966247000e+00,-4.813070158498432249e+01,-1.999999999966147746e+00,-1.999999999966259878e+00
-1.999999999934047867e+00,-1.999999999934025885e+00,-1.999999999934046757e+00,-1.999999999934044759e+00
-1.999999999873278700e+00,-1.999999999872830170e+00,-1.999999999872807077e+00,-1.999999999873099288e+00
-1.999999999752755997e+00,-1.999999999751949309e+00,-1.999999999751951307e+00,-1.999999999752241520e+00
-1.999999999511557380e+00,-1.999999999509125104e+00,-1.999999999509134430e+00,-1.999999999511496318e+00
-1.999999999027358921e+00,-1.999999999020578567e+00,-1.999999999024203001e+00,-1.999999999031557341e+00
-1.999999999441823384e+00,-1.999999999441922860e+00,-4.904668445285508227e+01,-1.999999999443502485e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-4.851649807745110365e+01,-1.999999999876326262e+00,-1.999999999876506562e+00,-1.999999999876467038e+00
-1.999999999936876938e+00,-1.999999999936890704e+00,-1.999999999936890482e+00,-1.999999999937253303e+00
-1.999999999967290831e+00,-1.999999999967283060e+00,-1.999999999967398745e+00,-1.999999999967307929e+00
-1.999999999982614796e+00,-1.999999999982615684e+00,-1.999999999982725152e+00,-1.999999999982683185e+00
-1.999999999990422772e+00,-1.999999999990428323e+00,-1.999999999990444310e+00,-1.999999999990451194e+00
-1.999999999994472644e+00,-1.999999999994466426e+00,-1.999999999994476418e+00,-1.999999999994467093e+00
-1.999999999996615596e+00,-1.999999999996611377e+00,-1.999999999996630917e+00,-1.999999999996624700e+00
-1.999999999997788658e+00,-1.999999999997793321e+00,-1.999999999997797540e+00,-1.999999999997786437e+00
-1.999999999998463229e+00,-1.999999999998461453e+00,-1.999999999998462341e+00,-1.999999999998462119e+00
-1.999999999998877565e+00,-1.999999999998880007e+00,-1.999999999998883560e+00,-4.896686965213498866e+01
-1.999999999999120037e+00,-1.999999999999121592e+00,-1.999999999999121592e+00,-4.871121391655091770e+01
-1.999999999999273692e+00,-1.999999999999276357e+00,-1.999999999999274136e+00,-4.899755465659693243e+01
-1.999999999999345857e+00,-1.999999999999344080e+00,-9.244481659324716816e+01,-4.651424729799447988e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-4.789109846674558923e+01,-1.999999999998951283e+00,-1.999999999998950173e+00,-1.999999999998951283e+00
-1.999999999998695710e+00,-1.999999999998693712e+00,-1.999999999998697708e+00,-1.999999999998700151e+00
-1.999999999998347322e+00,-1.999999999998346656e+00,-4.778241472297614933e+01,-1.999999999998350431e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-4.830944002061745124e+01,-1.999999999993544275e+00,-1.999999999993537170e+00,-1.999999999993577360e+00
-1.999999999990273558e+00,-1.999999999990263344e+00,-1.999999999990262234e+00,-1.999999999990259125e+00
-1.999999999983922860e+00,-1.999999999983832044e+00,-4.795373495118477081e+01,-1.999999999983868904e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-4.877437725819032721e+01,-1.999999999871216350e+00,-1.999999999871191703e+00,-1.999999999871862943e+00
-1.999999999752487545e+00,-1.999999999752275937e+00,-1.999999999752297253e+00,-1.999999999752356317e+00
-1.999999999512921844e+00,-1.999999999509379567e+00,-1.999999999509377568e+00,-1.999999999510985171e+00
-1.999999999022169517e+00,-1.999999999020488195e+00,-1.999999999020487973e+00,-1.999999999023784003e+00
-1.999999998049872163e+00,-1.999999998041063209e+00,-1.999999998057170991e+00,-1.999999998046466665e+00
-1.999999999019344887e+00,-1.999999999019351549e+00,-1.999999999022122665e+00,-1.999999999022972430e+00
-1.999999999508325077e+00,-1.999999999508328408e+00,-1.999999999511938853e+00,-4.867176397847562441e+01
-1.999999999753541147e+00,-1.999999999753541369e+00,-1.999999999754155322e+00,-1.999999999754927593e+00
-1.999999999876566736e+00,-4.851649807745110365e+01,-1.999999999876880263e+00,-1.999999999877119627e+00
-1.999999999938094186e+00,-4.814939456913447913e+01,-1.999999999938487871e+00,-1.999999999938547379e+00
-1.999999999968838482e+00,-1.999999999968946396e+00,-1.999999999968951947e+00,-1.999999999968962605e+00
-1.999999999983919752e+00,-1.999999999983925303e+00,-1.999999999984006571e+00,-1.999999999983923304e+00
-1.999999999991355581e+00,-1.999999999991363353e+00,-1.999999999991372679e+00,-1.999999999991412203e+00
-1.999999999995104583e+00,-1.999999999995107469e+00,-1.999999999995123678e+00,-1.999999999995115463e+00
-1.999999999997035038e+00,-1.999999999997034816e+00,-1.999999999997043476e+00,-1.999999999997033262e+00
-1.999999999998083755e+00,-1.999999999998085309e+00,-1.999999999998089306e+00,-1.999999999998089528e+00
-1.999999999998671951e+00,-1.999999999998672395e+00,-1.999999999998679945e+00,-1.999999999998677058e+00
-1.999999999998995692e+00,-1.999999999998996358e+00,-1.999999999998997025e+00,-1.999999999998997691e+00
-1.999999999999181544e+00,-1.999999999999184208e+00,-1.999999999999183542e+00,-1.999999999999181099e+00
-1.999999999999265698e+00,-1.999999999999267919e+00,-9.776074497289735632e+01,-1.999999999999267475e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-4.851649807745110365e+01,-1.999999999998458344e+00,-1.999999999998454792e+00,-1.999999999998464340e+00
-1.999999999998050226e+00,-1.999999999998048450e+00,-1.999999999998054223e+00,-1.999999999998051559e+00
-1.999999999997310374e+00,-1.999999999997307709e+00,-4.795373495118477081e+01,-1.999999999997313926e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-4.827511480524176335e+01,-1.999999999989403587e+00,-1.999999999989408916e+00,-1.999999999989447996e+00
-1.999999999982794430e+00,-1.999999999982769117e+00,-1.999999999982782883e+00,-1.999999999982833065e+00
-1.999999999968624431e+00,-1.999999999968597564e+00,-4.865834745300568187e+01,-1.999999999968725461e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-4.877437725819032721e+01,-1.999999999748996116e+00,-1.999999999749034085e+00,-1.999999999749499713e+00
-1.999999999510926330e+00,-1.999999999508922599e+00,-1.999999999508916826e+00,-1.999999999509331161e+00
-1.999999999025148023e+00,-1.999999999020404484e+00,-1.999999999020403152e+00,-1.999999999023450048e+00
-1.999999998050500549e+00,-1.999999998041488203e+00,-1.999999998041099625e+00,-1.999999998053689554e+00
-1.999999996126611279e+00,-1.999999996082040266e+00,-1.999999996137132641e+00,-1.999999996138728697e+00
-1.999999998041022575e+00,-1.999999998041023241e+00,-1.999999998052300887e+00,-1.999999998047572669e+00
-1.999999999019663521e+00,-1.999999999019657970e+00,-1.999999999025214414e+00,-1.999999999021457420e+00
-1.999999999507685144e+00,-1.999999999507663384e+00,-4.864479540707644389e+01,-1.999999999509901594e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-4.904668445285508227e+01,-1.999999999972032372e+00,-1.999999999972006837e+00,-1.999999999972084552e+00
-1.999999999969492182e+00,-1.999999999969391373e+00,-1.999999999969451103e+00,-1.999999999969507281e+00
-1.999999999984328758e+00,-1.999999999984327204e+00,-1.999999999984336085e+00,-1.999999999984426458e+00
-1.999999999991663779e+00,-1.999999999991661337e+00,-1.999999999991667554e+00,-1.999999999991677546e+00
-1.999999999995303535e+00,-1.999999999995304867e+00,-1.999999999995324629e+00,-1.999999999995305311e+00
-1.999999999997193800e+00,-1.999999999997196021e+00,-1.999999999997192024e+00,-1.999999999997203348e+00
-1.999999999998187450e+00,-1.999999999998186562e+00,-1.999999999998185007e+00,-1.999999999998184341e+00
-1.999999999998702815e+00,-1.999999999998702371e+00,-1.999999999998706146e+00,-1.999999999998702149e+00
-1.999999999998977485e+00,-1.999999999998974820e+00,-1.999999999998977041e+00,-1.999999999998976374e+00
-1.999999999999088729e+00,-1.999999999999090727e+00,-9.709203953141964405e+01,-1.999999999999092282e+00
-8.968298696984224705e+01,-1.999999999997835065e+00,-1.999999999997844835e+00,-4.478938735850618258e+01
-1.999999999997651212e+00,-1.999999999997642997e+00,-1.999999999997647659e+00,-1.999999999997639888e+00
-1.999999999996874056e+00,-1.999999999996860289e+00,-1.999999999996860955e+00,-1.999999999996877831e+00
-1.999999999995073718e+00,-1.999999999995059063e+00,-1.999999999995053290e+00,-1.999999999995080158e+00
-1.999999999990802024e+00,-1.999999999990778488e+00,-1.999999999990779376e+00,-4.803436595870562797e+01
-1.999999999982934762e+00,-1.999999999982916776e+00,-1.999999999982913224e+00,-1.999999999982971843e+00
-1.999999999968029796e+00,-1.999999999967936315e+00,-1.999999999967941644e+00,-1.999999999968047115e+00
-1.999999999937888573e+00,-1.999999999937751571e+00,-1.999999999937753126e+00,-1.999999999938012696e+00
